DataId,who_region,iso3,country_name,city,year,pm10_concentration,pm25_concentration,no2_concentration,pm10_tempcov,pm25_tempcov,no2_tempcov,type_of_stations,number_of_stations,population,latitude,longitude,who_ms,Air_quality_category
005899,4_Eur,SWE,Sweden,Kungalv,2013,Tidak diketahui,Tidak diketahui,13.144,Tidak diketahui,Tidak diketahui,16,Suburban,1,Tidak diketahui,57.8633999999999,11.9216,1,Safety
005900,3_Sear,IND,India,Kundaim,2013,54.51,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,300,15.8208333299999,74.63638889,1,Safety
005901,2_Amr,USA,United States of America,Louisville Jefferson County KY IN,2013,Tidak diketahui,10.3,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,1089499,38.3112911459179,-85.65931877,1,Safety
005902,2_Amr,USA,United States of America,Fargo ND MN,2013,15.7,6.5,8.2,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,125991,46.933754000941,-96.85535,1,Safety
005903,4_Eur,AUT,Austria,Donawitz,2013,22.051,Tidak diketahui,18.8,96,Tidak diketahui,96,Suburban,1,5919,47.3755666662655,15.0745,1,Safety
005904,3_Sear,IND,India,Khanna,2013,185.484,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,128137,31.17194444,76.3533333299999,1,Safety
005905,2_Amr,BRA,Brazil,Resende,2013,24.667,7.94,8.0,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,117440,-22.3565115,-44.3335182499999,1,Safety
005906,2_Amr,USA,United States of America,Clarksville TN KY,2013,Tidak diketahui,9.8,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,Tidak diketahui,36.9117099999999,-87.3233369999999,1,Safety
005907,4_Eur,CZE,Czechia,Uherske Hradiste,2013,32.309,Tidak diketahui,31.233,99,Tidak diketahui,96,Urban,1,25818,49.0679633511962,17.4668364367065,1,Safety
005908,3_Sear,IND,India,Lote,2013,130.89,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,Tidak diketahui,17.99125,74.1229166699999,1,Safety
005909,4_Eur,LUX,Luxembourg,Uewerpallen,2013,11.648,16.42,14.254,Tidak diketahui,Tidak diketahui,96,Somewhere,1,434,49.7318099994706,5.84713999999999,1,Safety
005910,4_Eur,ISR,Israel,Tel Aviv,2013,57.56,22.767,Tidak diketahui,87,88,Tidak diketahui,Somewhere,1,4181480,32.0814285714285,34.7871428571428,1,Safety
005911,4_Eur,BEL,Belgium,Landen,2013,22.892,Tidak diketahui,19.565,Tidak diketahui,Tidak diketahui,93,Somewhere,1,15462,50.7117060941316,5.10315860945395,1,Safety
005912,3_Sear,IND,India,Khatla,2013,44.757,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,1791,24.21972222,93.20444444,1,Safety
005913,4_Eur,FRA,France,Clermont Ferrand,2013,20.694,13.395,26.878,87,67,90,"Suburban, Urban, Urban, Urban, Urban, Urban",6,195162,45.7775833333333,3.08373333333333,1,Safety
005914,4_Eur,POL,Poland,Szklarki,2013,17.371,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,33566,51.5159079994772,15.7473829999999,1,Safety
005915,4_Eur,POL,Poland,Szudzialowo,2013,Tidak diketahui,Tidak diketahui,3.332,Tidak diketahui,Tidak diketahui,85,Rural,1,Tidak diketahui,53.2154999999999,23.6421999999999,1,Safety
005916,4_Eur,ESP,Spain,Los Tojos,2013,9.258,Tidak diketahui,1.923,Tidak diketahui,Tidak diketahui,96,Somewhere,1,429,43.1533299999999,-4.25305999999999,1,Safety
005917,4_Eur,ESP,Spain,Los Sauces,2013,16.554,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,23822,28.8050999999999,-17.78255,1,Safety
005918,4_Eur,FRA,France,Saint Gely Du Fesc,2013,17.853,Tidak diketahui,Tidak diketahui,99,Tidak diketahui,Tidak diketahui,Suburban,1,Tidak diketahui,43.6925999999999,3.80019999999999,1,Safety
005919,3_Sear,IND,India,Khammam,2013,65.299,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,338657,17.4202777799999,80.2538888899999,1,Safety
005920,4_Eur,HUN,Hungary,Szigetujfalu,2013,30.778,Tidak diketahui,Tidak diketahui,15,Tidak diketahui,Tidak diketahui,Rural,1,Tidak diketahui,47.2396999999999,18.9271999999999,1,Safety
005921,2_Amr,USA,United States of America,Claremont Lebanon NH VT,2013,Tidak diketahui,6.1,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,37266,43.6296050009421,-72.309499,1,Safety
005922,4_Eur,CHE,Switzerland,San Vittore,2013,21.9,Tidak diketahui,18.2,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,Tidak diketahui,46.2387986,9.10529694999999,1,Safety
005923,4_Eur,DNK,Denmark,Ulfborg,2013,Tidak diketahui,Tidak diketahui,3.506,Tidak diketahui,Tidak diketahui,87,Rural,1,1995,56.2903999997523,8.4274,1,Safety
005924,4_Eur,SWE,Sweden,Timra,2013,11.931,Tidak diketahui,16.184,32,Tidak diketahui,32,Urban,1,Tidak diketahui,62.4868,17.3244,1,Safety
005925,4_Eur,DEU,Germany,Lubeck,2013,19.031,11.758,27.126,65,100,75,"Urban, Urban, Urban",3,212172,53.8493892,10.6921952,1,Safety
005926,4_Eur,ITA,Italy,San Severo,2013,18.257,11.745,7.728,89,88,83,Rural,1,54906,41.6308225,15.3866775,1,Safety
005927,4_Eur,ESP,Spain,Ciutadella de Menorca,2013,20.821,Tidak diketahui,7.237,67,Tidak diketahui,75,Suburban,1,29510,40.0094199999999,3.85649,1,Safety
005928,2_Amr,USA,United States of America,Salem OH,2013,16.7,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,Tidak diketahui,40.6395089999999,-80.5239509999999,1,Safety
005929,4_Eur,FRA,France,Saint Hippolyte,2013,16.32,Tidak diketahui,Tidak diketahui,99,Tidak diketahui,Tidak diketahui,Rural,1,Tidak diketahui,47.2946,6.82589999999999,1,Safety
005930,4_Eur,PRT,Portugal,Faro,2013,19.632,Tidak diketahui,Tidak diketahui,71,Tidak diketahui,Tidak diketahui,Urban,1,61015,37.015,-7.9267,1,Safety
005931,4_Eur,FRA,France,Rennes,2013,18.983,10.928,30.976,94,88,99,"Urban, Urban, Urban, Urban, Urban",5,353897,48.10102,-1.66948,1,Safety
005932,2_Amr,CAN,Canada,Lamont,2013,Tidak diketahui,7.0,Tidak diketahui,Tidak diketahui,98,Tidak diketahui,Somewhere,1,Tidak diketahui,53.7603607177734,-112.880172729492,1,Safety
005933,4_Eur,HUN,Hungary,Szeged,2013,25.134,17.57,18.021,96,96,92,Urban,1,154285,46.2666104995977,20.15306475,1,Safety
005934,2_Amr,CAN,Canada,Tingwick,2013,Tidak diketahui,7.0,Tidak diketahui,Tidak diketahui,91,Tidak diketahui,Somewhere,1,Tidak diketahui,45.9057846069336,-71.9486923217773,1,Safety
005935,4_Eur,DNK,Denmark,Arhus,2013,20.967,10.579,26.895,96,95,91,"Urban, Urban",2,319094,56.1508499999999,10.199,1,Safety
005936,4_Eur,ITA,Italy,Civita Castellana,2013,25.392,Tidak diketahui,25.569,100,Tidak diketahui,98,Urban,1,15596,42.2891799999999,12.4149999999999,1,Safety
005937,4_Eur,FRA,France,Saint Georges De Mons,2013,12.672,Tidak diketahui,Tidak diketahui,97,Tidak diketahui,Tidak diketahui,Suburban,1,Tidak diketahui,45.9292999999999,2.8298,1,Safety
005938,5_Emr,IRN,Iran (Islamic Republic of),Kerman,2013,45.802,Tidak diketahui,21.012,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,541485,30.2949846920979,57.0684031122232,1,Safety
005939,3_Sear,IND,India,Tinsukia,2013,87.925,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,126389,27.6645833349999,95.8434722249999,1,Safety
005940,4_Eur,ESP,Spain,San Sebastian Donostia,2013,Tidak diketahui,Tidak diketahui,30.101,Tidak diketahui,Tidak diketahui,83,"Urban, Urban",2,188240,43.3124,-1.97255,1,Safety
005941,2_Amr,USA,United States of America,Ukiah CA,2013,13.7,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,87841,39.3331833333332,-123.448949999999,1,Safety
005942,4_Eur,ITA,Italy,Renon,2013,Tidak diketahui,Tidak diketahui,3.321,Tidak diketahui,Tidak diketahui,93,Rural,1,8016,46.5896849999999,11.433185,1,Safety
005943,4_Eur,ESP,Spain,Lousame,2013,6.776,Tidak diketahui,2.428,Tidak diketahui,Tidak diketahui,99,Somewhere,1,3634,42.7205599999999,-8.92361,1,Safety
005944,3_Sear,IND,India,Faridabad,2013,189.246,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,1809733,28.6913888899999,77.53833333,1,Safety
005945,4_Eur,ESP,Spain,Los Realejos,2013,18.061,4.806,7.941,Tidak diketahui,Tidak diketahui,83,Somewhere,1,37517,28.3830959999999,-16.57067,1,Safety
005946,4_Eur,ITA,Italy,Civitavecchia,2013,22.242,Tidak diketahui,30.544,95,Tidak diketahui,91,"Urban, Urban, Urban",3,51229,42.0953162857143,11.7996171428571,1,Safety
005947,2_Amr,MEX,Mexico,Ecatepec De Morelos,2013,61.453,29.262,28.568,90,90,1,Somewhere,1,1655015,19.5294815,-99.056362,1,Safety
005948,2_Amr,USA,United States of America,Reno NV,2013,23.067,11.2,30.1,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,504393,39.5256592325,-119.645720725,1,Safety
005949,4_Eur,DEU,Germany,Lampertheim,2013,Tidak diketahui,Tidak diketahui,33.956,Tidak diketahui,Tidak diketahui,100,Somewhere,1,31037,49.5975329999999,8.465732,1,Safety
005950,4_Eur,BGR,Bulgaria,Lovech,2013,38.871,Tidak diketahui,Tidak diketahui,96,Tidak diketahui,Tidak diketahui,Urban,1,36600,43.1369124999999,24.7157209999999,1,Safety
005951,2_Amr,USA,United States of America,Farmington NM,2013,Tidak diketahui,Tidak diketahui,17.133,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,46624,36.7828764176666,-108.034298897,1,Safety
005953,4_Eur,CZE,Czechia,Lovcice,2013,25.295,Tidak diketahui,Tidak diketahui,91,Tidak diketahui,Tidak diketahui,Rural,1,797,49.068732824707,17.0707174648844,1,Safety
005954,4_Eur,ROU,Romania,Resita,2013,15.569,Tidak diketahui,10.589,71,Tidak diketahui,55,Urban,1,Tidak diketahui,45.2993,21.8721,1,Safety
005955,3_Sear,IND,India,Khliehriat,2013,35.735,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,85832,25.60194444,92.61138889,1,Safety
005956,4_Eur,ITA,Italy,Domodossola,2013,Tidak diketahui,Tidak diketahui,35.995,Tidak diketahui,Tidak diketahui,2,Suburban,1,Tidak diketahui,46.1276,8.29209999999999,1,Safety
005957,4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Falkirk,2013,13.811,9.166,16.406,84,73,98,"Urban, Urban",2,160235,56.0117,-3.70759999999999,1,Safety
005958,4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Tyneside Conurbation,2013,12.644,10.383,42.544,96,97,92,"Urban, Urban",2,855622,54.9823,-1.60294999999999,1,Safety
005959,4_Eur,FRA,France,Lorient,2013,19.861,11.487,12.837,96,90,96,"Urban, Urban",2,79877,47.7471,-3.385,1,Safety
005960,4_Eur,ESP,Spain,Aranda De Duero,2013,16.608,Tidak diketahui,15.662,98,Tidak diketahui,99,Urban,1,33065,41.6655703666666,-3.68889258666666,1,Safety
005961,3_Sear,IND,India,Tirupati,2013,43.861,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,679456,14.05777778,79.7088888899999,1,Safety
005962,3_Sear,IND,India,Codli,2013,47.709,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,3801,15.50916667,74.21111111,1,Safety
005963,4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Edinburgh,2013,13.536,7.516,22.165,94,98,99,Urban,1,536775,55.9455917496266,-3.1821895,1,Safety
005964,4_Eur,ITA,Italy,Codogno,2013,40.838,Tidak diketahui,29.503,99,Tidak diketahui,100,Urban,1,15371,45.1586073333333,9.69832199999999,1,Safety
005965,3_Sear,IND,India,Allahabad,2013,253.0,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,1393723,25.7327777799999,82.4175,1,Safety
005966,4_Eur,ITA,Italy,Loreggiola,2013,35.061,Tidak diketahui,23.511,99,Tidak diketahui,92,Rural,1,Tidak diketahui,45.6002999999999,11.9022,1,Safety
005967,4_Eur,SVK,Slovakia,Tisovec,2013,26.019,15.054,Tidak diketahui,97,67,Tidak diketahui,Urban,1,Tidak diketahui,48.5839,19.9515999999999,1,Safety
005968,2_Amr,USA,United States of America,Tyler TX,2013,Tidak diketahui,Tidak diketahui,5.6,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,105995,32.3440269999999,-95.415754,1,Safety
005969,3_Sear,IND,India,Salem,2013,62.094,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,1102463,12.11194444,78.25,1,Safety
005970,4_Eur,FRA,France,Cognac,2013,20.287,Tidak diketahui,14.687,95,Tidak diketahui,99,Urban,1,Tidak diketahui,45.6946999999999,-0.3234,1,Safety
005971,5_Emr,PAK,Pakistan,Faisalabad,2013,148.167,36.5,Tidak diketahui,90,90,Tidak diketahui,Somewhere,1,3462295,31.4162962956481,73.0787962964814,1,Safety
005972,4_Eur,DEU,Germany,Reutlingen,2013,28.048,19.729,48.516,97,100,96,"Urban, Urban",2,108573,48.4891494,9.2094,1,Safety
005973,4_Eur,CZE,Czechia,Tabor,2013,30.081,Tidak diketahui,28.885,97,Tidak diketahui,95,Urban,1,34430,49.4112239973144,14.6763916202697,1,Safety
005974,4_Eur,POL,Poland,Kielce,2013,35.955,28.766,23.109,91,99,92,"Urban, Suburban",2,202825,50.8664274996497,20.6041961666666,1,Safety
005975,4_Eur,NLD,Netherlands (Kingdom of the),Lopik,2013,19.67,12.379,18.925,91,48,97,Rural,1,4930,51.9745926663195,4.92338733333333,1,Safety
005976,4_Eur,PRT,Portugal,Coimbra,2013,21.612,Tidak diketahui,20.875,100,Tidak diketahui,96,"Urban, Urban",2,138781,40.2108165,-8.40624999999999,1,Safety
005977,2_Amr,USA,United States of America,Fairmont WV,2013,Tidak diketahui,9.3,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,Tidak diketahui,39.481483000926,-80.1346669999999,1,Safety
005978,4_Eur,ITA,Italy,Salerno,2013,44.78,22.362,38.834,87,86,91,"Urban, Suburban, Urban",3,419469,40.6807077777777,14.7843144444444,1,Safety
005979,3_Sear,IND,India,Coimbatore,2013,48.433,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,2786600,10.613472225,78.0870833299999,1,Safety
005980,4_Eur,DEU,Germany,Reuth,2013,16.94,Tidak diketahui,11.158,99,Tidak diketahui,99,Rural,1,Tidak diketahui,50.6081,12.2111,1,Safety
005981,2_Amr,CAN,Canada,Langdale,2013,10.0,Tidak diketahui,Tidak diketahui,100,Tidak diketahui,Tidak diketahui,Somewhere,1,Tidak diketahui,49.4388465881348,-123.479187011719,1,Safety
005982,4_Eur,CZE,Czechia,Dolni Rychnov,2013,17.748,13.433,14.763,100,98,95,Suburban,1,Tidak diketahui,50.1728,12.6728,1,Safety
005983,4_Eur,ROU,Romania,Alba Iulia,2013,26.598,Tidak diketahui,21.315,94,Tidak diketahui,91,Urban,1,69366,46.0642835129757,23.5635112666667,1,Safety
005984,4_Eur,ITA,Italy,Cogoleto,2013,Tidak diketahui,Tidak diketahui,17.328,Tidak diketahui,Tidak diketahui,95,Suburban,1,5955,44.3913944999999,8.643078,1,Safety
005985,4_Eur,DEU,Germany,Kummer,2013,15.322,Tidak diketahui,8.124,99,Tidak diketahui,99,Rural,1,Tidak diketahui,53.3023999999999,11.363,1,Safety
005986,4_Eur,ESP,Spain,Lorca,2013,22.115,Tidak diketahui,10.874,99,Tidak diketahui,99,Suburban,1,93011,37.6888925866666,-1.70110740666667,1,Safety
005987,4_Eur,DEU,Germany,Kiel,2013,19.905,13.865,41.055,100,99,100,"Urban, Urban, Urban",3,239453,54.3062464444444,10.1261293333333,1,Safety
005988,4_Eur,FRA,France,Saint Flour,2013,10.569,Tidak diketahui,Tidak diketahui,49,Tidak diketahui,Tidak diketahui,Rural,1,Tidak diketahui,45.1047,3.2774,1,Safety
005989,4_Eur,FRA,France,Donges,2013,19.761,Tidak diketahui,9.699,97,Tidak diketahui,99,"Suburban, Suburban, Suburban",3,Tidak diketahui,47.322,-2.0626,1,Safety
005990,4_Eur,FRA,France,Lorquin,2013,23.798,Tidak diketahui,16.03,97,Tidak diketahui,97,Rural,1,Tidak diketahui,48.6946999999999,6.9653,1,Safety
005991,4_Eur,SWE,Sweden,Landskrona,2013,16.84,6.954,15.042,93,91,98,"Urban, Urban, Urban",3,45286,55.8731596664175,12.831196,1,Safety
005992,3_Sear,IND,India,Domlur,2013,58.64,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,Tidak diketahui,13.60277778,78.0741666699999,1,Safety
005993,2_Amr,USA,United States of America,Cleveland Elyria OH,2013,22.55,10.233,24.3,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,1763209,41.4543707111111,-81.7060244333333,1,Safety
005994,4_Eur,DEU,Germany,Allenbach,2013,10.921,Tidak diketahui,6.588,100,Tidak diketahui,92,Rural,1,Tidak diketahui,49.7409,7.19339999999999,1,Safety
005995,4_Eur,ITA,Italy,Udine,2013,23.19,15.758,Tidak diketahui,98,97,Tidak diketahui,Urban,1,100406,46.0661073333332,13.2405706666667,1,Safety
005996,4_Eur,ESP,Spain,Los Corrales De Buelna,2013,20.65,Tidak diketahui,15.932,100,Tidak diketahui,99,Urban,1,11521,43.2644266666667,-4.06278666666667,1,Safety
005997,4_Eur,ESP,Spain,Retuerta De Bullaque,2013,Tidak diketahui,Tidak diketahui,2.644,Tidak diketahui,Tidak diketahui,99,Rural,1,Tidak diketahui,39.5469,-4.3506,1,Safety
005998,4_Eur,POL,Poland,Szymbark,2013,Tidak diketahui,Tidak diketahui,7.076,Tidak diketahui,Tidak diketahui,99,Somewhere,1,Tidak diketahui,49.6337139994703,21.116833,1,Safety
005999,3_Sear,IND,India,Tirumala,2013,42.556,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,7741,14.13944444,79.5894444399999,1,Safety
006000,2_Amr,USA,United States of America,Clinton IA,2013,Tidak diketahui,10.1,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,10056,41.8491408102001,-90.1947781620287,1,Safety
006001,4_Eur,ESP,Spain,Los Barrios,2013,19.309,Tidak diketahui,11.147,Tidak diketahui,Tidak diketahui,91,"Suburban, Rural",2,22988,36.206872,-5.537498,1,Safety
006002,3_Sear,BGD,Bangladesh,Khulna,2013,132.0,76.0,14.4,83,97,1,Somewhere,1,953745,22.8397499999999,89.5417709999999,1,Safety
006003,3_Sear,IND,India,Udaipur,2013,121.312,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,569224,24.9820833349999,74.16138889,1,Safety
006004,4_Eur,DEU,Germany,Landshut,2013,22.428,Tidak diketahui,29.618,100,Tidak diketahui,99,Urban,1,73411,48.5398,12.1571,1,Safety
006005,4_Eur,BEL,Belgium,Uccle,2013,27.695,19.293,26.295,Tidak diketahui,Tidak diketahui,97,Somewhere,1,82307,50.7966496250505,4.35862395810911,1,Safety
006006,4_Eur,SWE,Sweden,Fanbyn,2013,Tidak diketahui,Tidak diketahui,0.375,Tidak diketahui,Tidak diketahui,100,Rural,1,Tidak diketahui,62.2809,16.3212,1,Safety
006007,4_Eur,ROU,Romania,Cluj Napoca,2013,27.492,11.825,20.519,100,70,67,"Urban, Suburban, Urban",3,307851,46.772006022366,23.58193971,1,Safety
006008,2_Amr,CHL,Chile,Los Angeles,2013,48.725,24.245,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,202331,-37.4671499999999,-72.34305,1,Safety
006009,3_Sear,IND,India,Khurja,2013,148.536,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,142590,28.42055556,78.4274999999999,1,Safety
006010,2_Amr,BRA,Brazil,Taboao Da Serra,2013,32.0,Tidak diketahui,40.0,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,244528,-23.608895,-46.757877,1,Safety
006011,2_Amr,USA,United States of America,Asheville NC,2013,Tidak diketahui,8.1,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,354028,35.6062000008935,-82.5844,1,Safety
006012,4_Eur,ESP,Spain,Reus,2013,Tidak diketahui,Tidak diketahui,18.989,Tidak diketahui,Tidak diketahui,92,Suburban,1,106508,41.1507894474999,1.1201859615,1,Safety
006013,4_Eur,CZE,Czechia,Dolni Studenky,2013,24.241,Tidak diketahui,Tidak diketahui,91,Tidak diketahui,Tidak diketahui,Rural,1,1276,49.9319759580892,16.9607821560058,1,Safety
006014,4_Eur,SWE,Sweden,Falun,2013,Tidak diketahui,Tidak diketahui,16.025,Tidak diketahui,Tidak diketahui,96,Urban,1,38641,60.6082994997707,15.6294,1,Safety
006015,4_Eur,DEU,Germany,Coburg,2013,Tidak diketahui,13.414,Tidak diketahui,Tidak diketahui,99,Tidak diketahui,Urban,1,41023,50.260589,10.959306,1,Safety
006016,2_Amr,MEX,Mexico,Coacalco De Berriozabal,2013,63.127,Tidak diketahui,19.826,94,Tidak diketahui,1,Somewhere,1,277959,19.658223,-99.09659,1,Safety
006017,4_Eur,ESP,Spain,Alcantarilla,2013,21.464,Tidak diketahui,24.179,93,Tidak diketahui,95,Suburban,1,40907,37.9755703666667,-1.23082222,1,Safety
006018,4_Eur,DEU,Germany,Edertal,2013,13.874,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,6548,51.154843,9.03175399999999,1,Safety
006019,4_Eur,SWE,Sweden,Tystberga,2013,7.077,5.094,1.771,92,96,98,Rural,1,869,58.8061046663498,17.3880666666667,1,Safety
006020,2_Amr,USA,United States of America,Los Angeles Long Beach Anaheim CA,2013,25.456,10.744,30.621,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,12446597,34.0289865558474,-118.132407277778,1,Safety
006021,2_Amr,SLV,El Salvador,San Salvador,2013,Tidak diketahui,43.9,Tidak diketahui,Tidak diketahui,98,Tidak diketahui,Somewhere,1,1105766,13.7105301405334,-89.1761435731201,1,Safety
006022,3_Sear,IND,India,Dombivli,2013,91.634,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,1247328,19.35944444,73.16083333,1,Safety
006023,4_Eur,ITA,Italy,Argenta,2013,23.06,17.464,14.527,Tidak diketahui,Tidak diketahui,93,Somewhere,1,22133,44.662222,11.6394439999999,1,Safety
006024,4_Eur,ROU,Romania,Revarsarea,2013,18.305,Tidak diketahui,Tidak diketahui,78,Tidak diketahui,Tidak diketahui,Suburban,1,Tidak diketahui,45.271,28.4244999999999,1,Safety
006025,2_Amr,CHL,Chile,Rengo,2013,56.985,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,30891,-34.3945,-70.8529999999999,1,Safety
006026,4_Eur,FRA,France,Alata,2013,Tidak diketahui,Tidak diketahui,9.775,Tidak diketahui,Tidak diketahui,96,Suburban,1,Tidak diketahui,41.9491999999999,8.7576,1,Safety
006027,4_Eur,FRA,France,Saint Joseph,2013,10.854,4.277,Tidak diketahui,89,85,Tidak diketahui,Rural,1,Tidak diketahui,-21.2943,55.6278999999999,1,Safety
006028,4_Eur,DEU,Germany,Unna,2013,Tidak diketahui,16.023,21.291,Tidak diketahui,99,95,Suburban,1,59149,51.547486,7.69379,1,Safety
006029,4_Eur,ESP,Spain,Sanguesa Zangoza,2013,Tidak diketahui,13.28,8.148,Tidak diketahui,79,95,Suburban,1,Tidak diketahui,42.5805999999999,-1.2825,1,Safety
006030,2_Amr,USA,United States of America,Eau Claire WI,2013,Tidak diketahui,7.3,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,Tidak diketahui,44.76249,-91.41445,1,Safety
006031,4_Eur,CHE,Switzerland,Lugano,2013,19.825,14.7,29.303,Tidak diketahui,Tidak diketahui,100,Somewhere,1,46205,46.0184432496423,8.96228368833333,1,Safety
006032,4_Eur,ITA,Italy,Donnas,2013,19.794,Tidak diketahui,15.345,94,Tidak diketahui,98,Rural,1,2624,45.5966,7.76641999999999,1,Safety
006033,4_Eur,ITA,Italy,Assemini,2013,27.867,Tidak diketahui,23.295,97,Tidak diketahui,93,Urban,1,10295,39.2863926666667,9.01139266666666,1,Safety
006034,2_Amr,USA,United States of America,Lake Charles LA,2013,Tidak diketahui,7.4,9.2,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,77283,30.2452009244479,-93.4325244948983,1,Safety
006035,6_Wpr,KOR,Republic of Korea,Chungcheongbuk Do,2013,56.578,Tidak diketahui,0.025,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,Tidak diketahui,36.8181021604938,127.740311111111,1,Safety
006036,2_Amr,CAN,Canada,Ferme Neuve,2013,Tidak diketahui,5.0,Tidak diketahui,Tidak diketahui,97,Tidak diketahui,Somewhere,1,Tidak diketahui,46.7686080932616,-75.4319381713867,1,Safety
006037,3_Sear,IND,India,Kurnool,2013,76.265,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,665186,16.38916667,78.06777778,1,Safety
006038,2_Amr,CAN,Canada,Saint John,2013,8.0,6.75,Tidak diketahui,22,94,Tidak diketahui,Somewhere,1,Tidak diketahui,45.2832899093628,-66.036901473999,1,Safety
006039,2_Amr,USA,United States of America,Syracuse NY,2013,Tidak diketahui,6.4,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,419994,43.0523499999999,-76.0592099999999,1,Safety
006040,4_Eur,ITA,Italy,Lugagnano Val D Arda,2013,21.469,Tidak diketahui,26.245,97,Tidak diketahui,94,Suburban,1,4155,44.8238933333333,9.83028666666666,1,Safety
006041,4_Eur,DEU,Germany,Tiefenbach,2013,12.457,Tidak diketahui,10.819,99,Tidak diketahui,99,Rural,1,Tidak diketahui,49.4384999999999,12.5489,1,Safety
006042,6_Wpr,KOR,Republic of Korea,Chungcheongnam Do,2013,44.164,Tidak diketahui,0.017,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,2180925,45.7792747777778,117.888133444445,1,Safety
